ID,UNCode,CountryName,SDGI_Rank,SDGI_Score,GeometricRank,GeometricScore,UNReg,UnRegSub,SDGIRegion,SDG1_190DAY_im,SDG1_OECDPOV,SDG2_CRLYLD,SDG2_NUE,SDG2_OBESITY,SDG2_STUNTING,SDG2_UNDERNSH_im,SDG2_WASTING,SDG3_FERTILITY,SDG3_HALE,SDG3_MATMORT,SDG3_NEONAT,SDG3_PHYS,SDG3_SMOKE,SDG3_SWB,SDG3_TB,SDG3_TRAFFIC,SDG3_U5MORT,SDG3_VAC,SDG4_LITERACY,SDG4_PISA,SDG4_PRIMARY,SDG4_SCHLYRS,SDG4_TERTIARY,SDG4_UPSEC,SDG5_CONTRA,SDG5_EDAT,SDG5_LFPR,SDG5_PARL,SDG5_PAYGAP,SDG6_FRESHWAT,SDG6_IMPSAN,SDG6_IMPWAT,SDG7_CO2TWH,SDG7_ELECAC,SDG7_NSFUELAC,SDG7_REN,SDG8_ADJGROWTH,SDG8_ATMS,SDG8_CLABOR_im,SDG8_EMPOP,SDG8_UNEMP,SDG8_YNEET,SDG9_INFRQUAL,SDG9_INTUSE,SDG9_LOGPERF,SDG9_MOBUSE,SDG9_PATENTS,SDG9_RDRES,SDG9_RD_im,SDG10_GINI,SDG10_JUSTICE,SDG10_PALMA,SDG11_PIPEDWAT,SDG11_PM25,SDG11_ROOMS,SDG12_MSW,SDG12_MSWRECYCL,SDG12_WASTEWAT,SDG13_CCVM,SDG13_CO2pCAP,SDG14_BIODIV,SDG14_CLEANWAT,SDG14_CPMA,SDG14_FISH,SDG14_FISHSTOCKS,SDG15_CPTA,SDG15_FORCHG,SDG15_REDLIST,SDG16_CPI,SDG16_GOVEFF,SDG16_HOMICIDE,SDG16_PRISON,SDG16_PRS,SDG16_SAFE,SDG16_U5REG,SDG17_GOVREV,SDG17_GOVSPD,SDG17_ODA
HRV,191,Croatia,36,70.71,34,68.49,Europe,Southern Europe,Europe & C. Asia,0,,6.038499832,0.606973401,23.3,,1.169999957,,11.8,68,8,2.6,,,5.758999825,12,9.2,4.300000191,94,99.72362529,482.3333435,89.31544,14.80786,,,44.49877751,90.59752159,78.77758968,15.19999981,,0.5958,97,99.59999847,1.203007519,100,92.4933,,-2.179803946,116.8194345,0,,16.10522461,,4.5868982,68.57,2.922822,65.3,,,0.751640022,33.65000153,4.74,,99.6188761,13.93207836,,0.29,,13.23291786,0.03,4.801529884,89.45,69.54,36.36363636,69,7.94,27.11864407,1.925533505,0.899205178,51,2.492664975,1.2,108,3.793499723,68.50494225,,,12.26159573,
GRC,300,Greece,37,69.90,37,66.40,Europe,Southern Europe,OECD,0,14,4.745700359,0.58592187,22.9,,1.169999957,,8.3,71,3,2.9,,38.9,4.856999874,4.8,9.1,4.599999905,97,99.3781,465.6666565,99.75156,17.628,26.05,19.88,41.26213592,93.78495167,73.37770315,19.70000076,6.8530002,13.89,99,100,1.206654991,100,95,8.7,-5.416907013,59.08688711,0,41.88589576,24.91566086,28.306,4.323827776,63.21,3.166275,36.1,10.31761074,7.493557267,0.690379977,34.27000046,3.57,1.34,100,15.36530781,1.2,2,1.679999948,87.33333333,0.05,7.568519115,90.38,77.12,34.93975904,64,42.89209807,40.66390041,4.039635269,0.847691314,46,2.762990227,1.7,111,4.011500947,62.51853679,100,,14.60344601,0.145
POL,616,Poland,38,69.81,38,65.92,Europe,Eastern Europe,OECD,0,11,4.268000126,0.65700282,25.2,,1.169999957,,14,67,3,3.1,2.219,23.8,5.790999889,21,10.3,5.199999809,98,99.99996,520.666687,96.83537,15.46559,23.72,5.93,39.27710843,98.60968511,74.96136366,27.39999962,10.62,18.96,97.19999695,98.30000305,1.782926829,100,95,8.8,0.447443109,63.58095676,0,53.13237669,7.363407135,15.841,4.102319517,66.6,3.083333,54.9,9.546833992,5.001392156,0.899720013,32.72999954,5.36,1.09,99.0905077,16.98188972,1.1,0.88,0.739199996,60.72727273,0.03,8.335786819,82.03,64.09,36.36363636,76,92.48,36.68639053,6.335274343,0.967672415,62,3.199944642,1.2,217,4.297182542,66.08293484,100,,12.50493431,0.096
SRB,688,Serbia,39,68.30,39,65.11,Europe,Southern Europe,Europe & C. Asia,0.100000001,,5.965899944,0.545843081,19.5,6,,3.9,22,65,17,4.2,2.114,,5.123000145,24,7.7,6.699999809,86,99.26009,446.6666565,94.79516,14.38712,,,68.85813149,87.48461885,70.75306936,34,,2.541,96.40000153,99.19999695,1.155612245,100,67.91875,,-2.539192446,43.97233038,9.5,,19.04210663,,3.147492886,53.5,2.725668,53.7,,,0.986800015,29.62000084,,,96.2326467,15.78184223,,0.79,,8.7885,0.02,6.799115181,,,,,,0,1.183003961,0.956500163,,2.650929063,1.2,142,3.106488553,67.79939063,98.9,37.864,11.64468002,
URY,858,Uruguay,40,68.02,40,64.23,LAC,South America,LAC,0,,3.951100111,0.436447516,26.7,10.7,5,1.3,63.5,68,15,5.1,3.736,,6.485000134,30,16.6,10.10000038,95,98.95525252,412,99.53355,15.50195,,,12.6344086,106.2874984,73.61299107,16.20000076,,2.125,96.40000153,99.69999695,0.606837607,99.5,95,,0.488927753,51.96796951,7.900000095,,7.339850903,,3.7484762,61.46,2.511075,45.5,,,0.430510014,45.31999969,,,100,6.684579849,,0.6,,6.675,0.06,2.296200752,84.74,80.87,0,59,51.96,4.545454545,15.39303783,0.831059904,74,3.787633754,7.9,281,5.125615998,45.91692515,100,,13.60553265,
ROU,642,Romania,41,67.51,42,63.72,Europe,Eastern Europe,Europe & C. Asia,0,,4.068500042,0.601521088,21.7,12.8,,3.5,38.9,66,31,6.3,2.448,,5.124000072,81,8.7,11.10000038,89,98.99568738,440.6666565,85.75557,14.2108,,,31.1001142,92.32583497,71.96262143,13.69999981,,3.243,79.09999847,100,1.176068376,100,82.76085,,-0.091156769,64.78037459,0.899999976,,6.906870365,,3.613692463,54.08,2.773306,37.6,,,0.488979995,27.42000008,3.69,,,16.81591225,,1.04,,13.055,0.03,4.210560322,93.44,77.68,100,61,,20.93023256,3.270359514,0.947215258,,3.216095861,1.7,155,3.887201276,54.55424172,,31.374,8.90141964,
CHL,152,Chile,42,67.18,44,63.49,LAC,South America,OECD,0,18,6.128399849,0.78294735,27.8,1.8,5,0.3,51.5,70,22,4.9,1.024,29.8,6.670000076,16,12.4,8.100000381,92,98.87237876,436.3333435,92.00254,15.24619,28.8,12.2,21.66771952,97.81160444,67.59776893,15.80000019,,3.831,99.09999847,99,1.121751026,99.59999847,93.63791,24.1,0.054835292,56.57921082,6.599999905,50.20545757,6.355420589,18.751,4.572903181,72.35,3.172441,35.6,6.601617336,0.961897359,0.417219996,52.06000137,,3.26,99.6660509,18.38037491,1.2,1.08,1.080000043,68.84842939,0.04,4.616445541,86.27,70.03,5.769230769,75,63.52,7.627118644,7.402095573,0.766355227,70,4.148466375,3.1,266,5.076214224,50.24167739,99.4,,12.70190239,
ARG,32,Argentina,43,66.82,47,62.86,LAC,South America,LAC,0,,4.554999828,0.340087611,26.3,8.2,5,1.2,68.1,67,52,6.3,3.859,,6.573999882,24,13.6,12.5,94,99.23841,396.6666565,95.38,17.94733,,,24.84076433,100.1055966,65.84022072,36.59999847,,4.302,96.40000153,99.09999847,1.309626437,99.80000305,95,,-1.071438309,59.44995441,4.400000095,,6.666788101,,2.98526772,64.7,2.831158,32.1,,,0.64696002,44.49000168,,,98.0915359,8.960384369,,1.22,,11.746875,0.05,4.562048435,85.89,62.36,17.64705882,42,49.36,14.70588235,12.58582158,0.861084394,32,2.336128838,5.5,147,2.876021471,42.9296057,99.5,,13.03946877,
MDA,498,Moldova,44,66.60,43,63.53,Europe,Eastern Europe,Europe & C. Asia,0.079999998,,3.163899899,0.620628334,14.9,6.4,,1.9,26.7,62,23,11.9,2.984,,5.888999939,153,12.5,15.80000019,90,100,,87.85464,11.86843,,,40.91858038,97.67963128,87.52834424,21.79999924,,8.68,76.40000153,88.40000153,1.488888889,100,88.97903,,-1.26471696,36.49779982,16.29999924,,5.034141541,,3.502143535,46.6,2.554241,47.2,,,0.404989988,33.02999878,,,85.7414363,17.06247902,,,,34.153,0.04,1.398821831,,,,,,0,1.142102622,0.966504215,33,2.84528274,6.5,188,3.232900263,45.07638364,99.6,36.721,20.55550003,
CYP,196,Cyprus,45,66.53,48,62.58,Asia,Western Asia,Europe & C. Asia,0,,0.280100018,1.087220515,23.8,,1.169999957,,4.2,74,7,1.5,2.329,,5.68900013,5.3,5.2,2.700000048,86,99.82098607,442.3333435,97.9124,13.96636,,,,96.60129713,84.31654457,12.5,,17.63,100,100,1.302325581,100,95,,-3.991453154,53.12688158,0,,15.61733055,,4.630982399,69.33,2.871428,32.1,,,0.467260003,,5.09,,100,16.46045876,,2.07,,9.440408163,0.05,6.735375881,93.41,69.83,0,47,83.31,17.64705882,1.686176405,0.982915645,61,3.885017549,2,106,4.46581494,70.32546283,100,,15.07536888,
UKR,804,Ukraine,46,66.39,51,60.25,Europe,Eastern Europe,Europe & C. Asia,0,,4.400799751,0.492487075,20.1,3.7,,0.3,27.2,63,24,5.5,3.543,,4.681000233,94,,9,76,99.77241,,97.40348,15.14135,,,33.61522199,99.03508772,80.95237519,12.10000038,,8.471,95.90000153,96.19999695,1.368094992,100,95,,-4.980210691,94.55598808,2.400000095,,9.874469757,,3.807098305,43.4,2.649754,5.4,,,0.736620009,25.62000084,,,86.3429623,15.08687496,,,,14.7,0.04,6.26235199,88.84,71.58,5,90,32.54,1.459854015,5.702894703,0.943358382,27,2.866647266,4.3,305,2.947390139,44.26565111,99.8,43.325,15.16898727,
RUS,643,Russian Federation,47,66.36,41,63.81,Europe,Eastern Europe,Europe & C. Asia,0,,2.443199873,0.605310468,24.1,,1.169999957,,26.6,61,25,5,,,5.71600008,84,18.9,9.600000381,97,99.70960245,481,96.06178,14.68839,,,28.7103046,99.11816995,84.28761721,13.60000038,,1.463,72.19999695,96.90000153,1.459058245,100,95,,-1.711445728,184.6976969,0,,5.805064678,,4.12930648,70.52,2.589942,60.1,,,1.118020058,40.11000061,,,93.8724641,14.22747612,,0.93,,21.5,0.03,12.64732838,92.9,77.29,5.737704918,31,2.185535959,6.587615283,5.379498326,0.955111828,29,3.164031726,9.2,475,3.33376613,52.87265575,100,,11.7669487,
TUR,792,Turkey,48,66.12,46,62.95,Asia,Western Asia,OECD,0.25999999,19,2.831099987,0.693212715,29.5,9.5,5,1.7,29,65,16,7.1,1.711,23.8,5.331999779,18,8.9,13.5,94,99.01601967,462,94.88429,14.54396,14.03,56.53,40.1725791,78.33968949,42.41573323,14.89999962,,18.93,94.90000153,100,1.181515404,100,95,10.2,0.17045903,77.08147112,5.900000095,28.72765425,10.26461983,31.559,4.893728149,51.04,3.533005,32.3,8.38988018,3.457398667,0.859520018,40.02999878,,1.99,100,17.21256638,1.1,1.77,1.769999981,48.93152727,0.04,4.383104324,86.9,60.87,0,65,20.81,0,3.316827133,0.875170349,42,3.675668315,2.6,179,4.429535437,60.40552669,93.7,37.207,9.312119484,
QAT,634,Qatar,49,65.83,45,63.06,Asia,Western Asia,MENA,0,,6.548399925,0.930929093,42.3,,1.169999957,,13.4,68,13,3.8,7.739,,6.611000061,29,15.2,8,99,99.0645734,382.6666565,92.39275,13.78672,,,41.36690647,118.4889112,55.19750536,0,,374.1,98,100,2.086455331,97.6978302,95,,-1.747295234,61.37663399,0,,0.237040982,,5.594196406,91.49,3.439141,76.8,,,,41.09999847,,,94.1499967,38.35915756,,1.33,,67.31518659,0.09,44.01892471,91.85,93.92,0,81,,0,,0.836934921,71,5.662815046,1.1,60,5.985757133,92.11089433,,,,
ARM,51,Armenia,50,65.41,53,59.89,Asia,Western Asia,Europe & C. Asia,2.440000057,,3.026299953,0.775166586,19.5,20.8,5.800000191,4.2,22.7,62,25,7.4,2.698,,4.349999905,45,18.3,14.10000038,93,99.80728398,,84.11982,12.31785,,,59.04761905,99.63235294,76.78571316,10.69999981,,37.86,89.5,100,0.675324675,100,81.48745,,-0.195630491,58.26582913,3.900000095,,16.29862022,,4.313498436,46.3,2.375,31,,,0.270139992,31.29999924,,,99.6666829,17.75092888,,0.68,,22.58527273,0.05,1.671656966,,,,,,10.52631579,0.593045017,0.841605994,35,3.401135002,1.8,164,3.958414994,83.95189751,99.6,23.673,7.040042877,
